"","year","iso3c","co2_emissions","cumulative_co2"
"2950",1960,"CIV",0.462,1.506
"2951",1961,"CIV",0.553,2.059
"2952",1962,"CIV",0.586,2.645
"2953",1963,"CIV",0.623,3.268
"2954",1964,"CIV",0.762,4.03
"2955",1965,"CIV",1.172,5.202
"2956",1966,"CIV",1.238,6.44
"2957",1967,"CIV",1.359,7.799
"2958",1968,"CIV",1.598,9.397
"2959",1969,"CIV",1.891,11.288
"2960",1970,"CIV",2.242,13.53
"2961",1971,"CIV",2.455,15.985
"2962",1972,"CIV",2.711,18.696
"2963",1973,"CIV",2.876,21.572
"2964",1974,"CIV",3.243,24.815
"2965",1975,"CIV",3.986,28.801
"2966",1976,"CIV",3.961,32.762
"2967",1977,"CIV",4.052,36.814
"2968",1978,"CIV",4.814,41.628
"2969",1979,"CIV",5.419,47.047
"2970",1980,"CIV",5.569,52.616
"2971",1981,"CIV",3.866,56.482
"2972",1982,"CIV",5.555,62.037
"2973",1983,"CIV",4.518,66.555
"2974",1984,"CIV",5.133,71.688
"2975",1985,"CIV",6.984,78.672
"2976",1986,"CIV",5.577,84.249
"2977",1987,"CIV",7.35,91.599
"2978",1988,"CIV",8.805,100.404
"2979",1989,"CIV",8.266,108.67
"2980",1990,"CIV",4.782,113.452
"2981",1991,"CIV",4.309,117.761
"2982",1992,"CIV",3.844,121.605
"2983",1993,"CIV",5.093,126.698
"2984",1994,"CIV",4.133,130.831
"2985",1995,"CIV",6.115,136.946
"2986",1996,"CIV",7.335,144.281
"2987",1997,"CIV",7.013,151.294
"2988",1998,"CIV",6.584,157.878
"2989",1999,"CIV",5.94,163.818
"2990",2000,"CIV",6.463,170.281
"2991",2001,"CIV",7.398,177.679
"2992",2002,"CIV",6.958,184.637
"2993",2003,"CIV",5.133,189.77
"2994",2004,"CIV",7.335,197.105
"2995",2005,"CIV",7.497,204.602
"2996",2006,"CIV",6.811,211.413
"2997",2007,"CIV",6.537,217.95
"2998",2008,"CIV",6.592,224.542
"2999",2009,"CIV",5.514,230.056
"3000",2010,"CIV",6.064,236.12
"3001",2011,"CIV",6.342,242.462
"3002",2012,"CIV",8.339,250.801
"3003",2013,"CIV",9.526,260.327
"3004",2014,"CIV",9.739,270.066
"3005",2015,"CIV",9.405,279.471
"3006",2016,"CIV",11.798,291.269
"3007",2017,"CIV",11.86,303.129
"3008",2018,"CIV",10.252,313.381
"3009",2019,"CIV",10.48,323.861
"3010",2020,"CIV",10.071,333.932
"3011",1950,"CMR",0.139,0.139
"3012",1951,"CMR",0.183,0.322
"3013",1952,"CMR",0.282,0.604
"3014",1953,"CMR",0.202,0.806
"3015",1954,"CMR",0.231,1.037
"3016",1955,"CMR",0.234,1.271
"3017",1956,"CMR",0.238,1.509
"3018",1957,"CMR",0.256,1.765
"3019",1958,"CMR",0.278,2.043
"3020",1959,"CMR",0.278,2.321
"3021",1960,"CMR",0.271,2.592
"3022",1961,"CMR",0.282,2.874
"3023",1962,"CMR",0.289,3.163
"3024",1963,"CMR",0.3,3.463
"3025",1964,"CMR",0.337,3.8
"3026",1965,"CMR",0.311,4.111
"3027",1966,"CMR",0.344,4.455
"3028",1967,"CMR",0.458,4.913
"3029",1968,"CMR",0.506,5.419
"3030",1969,"CMR",0.572,5.991
"3031",1970,"CMR",0.637,6.628
"3032",1971,"CMR",0.809,7.437
"3033",1972,"CMR",0.86,8.297
"3034",1973,"CMR",0.897,9.194
"3035",1974,"CMR",0.974,10.168
"3036",1975,"CMR",1.161,11.329
"3037",1976,"CMR",1.089,12.418
"3038",1977,"CMR",1.559,13.977
"3039",1978,"CMR",1.993,15.97
"3040",1979,"CMR",1.815,17.785
"3041",1980,"CMR",3.886,21.671
"3042",1981,"CMR",5.319,26.99
"3043",1982,"CMR",6.316,33.306
"3044",1983,"CMR",6.554,39.86
"3045",1984,"CMR",6.053,45.913
"3046",1985,"CMR",6.471,52.384
"3047",1986,"CMR",1.993,54.377
"3048",1987,"CMR",1.843,56.22
"3049",1988,"CMR",2.154,58.374
"3050",1989,"CMR",7.578,65.952
"3051",1990,"CMR",2.605,68.557
"3052",1991,"CMR",2.668,71.225
"3053",1992,"CMR",2.712,73.937
"3054",1993,"CMR",2.866,76.803
"3055",1994,"CMR",2.841,79.644
"3056",1995,"CMR",3.204,82.848
"3057",1996,"CMR",3.594,86.442
"3058",1997,"CMR",3.157,89.599
"3059",1998,"CMR",3.136,92.735
"3060",1999,"CMR",2.997,95.732
"3061",2000,"CMR",3.346,99.078
"3062",2001,"CMR",3.326,102.404
"3063",2002,"CMR",3.325,105.729
"3064",2003,"CMR",3.699,109.428
"3065",2004,"CMR",3.851,113.279
"3066",2005,"CMR",3.591,116.87
"3067",2006,"CMR",3.752,120.622
"3068",2007,"CMR",5.703,126.325
"3069",2008,"CMR",5.426,131.751
"3070",2009,"CMR",6.594,138.345
"3071",2010,"CMR",6.662,145.007
"3072",2011,"CMR",6.521,151.528
"3073",2012,"CMR",6.159,157.687
"3074",2013,"CMR",5.07,162.757
"3075",2014,"CMR",6.85,169.607
"3076",2015,"CMR",7.746,177.353
"3077",2016,"CMR",7.815,185.168
"3078",2017,"CMR",7.698,192.866
"3079",2018,"CMR",7.932,200.798
"3080",2019,"CMR",7.398,208.196
"3081",2020,"CMR",6.889,215.085
"3082",1920,"COD",0.004,0.004
"3083",1921,"COD",0.007,0.011
"3084",1922,"COD",0.081,0.092
"3085",1923,"COD",0.161,0.253
"3086",1924,"COD",0.216,0.469
"3087",1925,"COD",0.172,0.641
"3088",1926,"COD",0.238,0.879
"3089",1927,"COD",0.231,1.11
"3090",1928,"COD",0.282,1.392
"3091",1929,"COD",0.304,1.696
"3092",1930,"COD",0.388,2.084
"3093",1931,"COD",0.249,2.333
"3094",1932,"COD",0.051,2.384
"3095",1933,"COD",0.004,2.388
"3096",1934,"COD",0.018,2.406
"3097",1935,"COD",0.033,2.439
"3098",1936,"COD",0.04,2.479
"3099",1937,"COD",0.103,2.582
"3100",1938,"COD",0.121,2.703
"3101",1939,"COD",0.088,2.791
"3102",1940,"COD",0.077,2.868
"3103",1941,"COD",0.102,2.97
"3104",1942,"COD",0.143,3.113
"3105",1943,"COD",0.22,3.333
"3106",1944,"COD",0.172,3.505
"3107",1945,"COD",0.172,3.677
"3108",1946,"COD",0.311,3.988
"3109",1947,"COD",0.326,4.314
"3110",1948,"COD",0.373,4.687
"3111",1949,"COD",0.476,5.163
"3112",1950,"COD",1.48,6.643
"3113",1951,"COD",1.747,8.39
"3114",1952,"COD",2.084,10.474
"3115",1953,"COD",2.289,12.763
"3116",1954,"COD",2.816,15.579
"3117",1955,"COD",3.388,18.967
"3118",1956,"COD",3.175,22.142
"3119",1957,"COD",3.329,25.471
"3120",1958,"COD",2.926,28.397
"3121",1959,"COD",2.699,31.096
"3122",1960,"COD",2.319,33.415
"3123",1961,"COD",2.355,35.77
"3124",1962,"COD",2.172,37.942
"3125",1963,"COD",2.293,40.235
"3126",1964,"COD",1.974,42.209
"3127",1965,"COD",2.469,44.678
"3128",1966,"COD",2.403,47.081
"3129",1967,"COD",2.289,49.37
"3130",1968,"COD",3.366,52.736
"3131",1969,"COD",3.648,56.384
"3132",1970,"COD",2.71,59.094
"3133",1971,"COD",2.959,62.053
"3134",1972,"COD",3.017,65.07
"3135",1973,"COD",3.189,68.259
"3136",1974,"COD",3.365,71.624
"3137",1975,"COD",3.233,74.857
"3138",1976,"COD",3.405,78.262
"3139",1977,"COD",3.477,81.739
"3140",1978,"COD",3.526,85.265
"3141",1979,"COD",3.74,89.005
"3142",1980,"COD",3.485,92.49
"3143",1981,"COD",3.755,96.245
"3144",1982,"COD",3.047,99.292
"3145",1983,"COD",3.998,103.29
"3146",1984,"COD",3.932,107.222
"3147",1985,"COD",3.612,110.834
"3148",1986,"COD",3.346,114.18
"3149",1987,"COD",3.816,117.996
"3150",1988,"COD",3.978,121.974
"3151",1989,"COD",4.352,126.326
"3152",1990,"COD",4.249,130.575
"3153",1991,"COD",3.133,133.708
"3154",1992,"COD",2.808,136.516
"3155",1993,"COD",2.662,139.178
"3156",1994,"COD",1.698,140.876
"3157",1995,"COD",2.104,142.98
"3158",1996,"COD",2.311,145.291
"3159",1997,"COD",1.875,147.166
"3160",1998,"COD",1.656,148.822
"3161",1999,"COD",1.317,150.139
"3162",2000,"COD",0.893,151.032
"3163",2001,"COD",0.77,151.802
"3164",2002,"COD",0.85,152.652
"3165",2003,"COD",1.037,153.689
"3166",2004,"COD",1.149,154.838
"3167",2005,"COD",1.445,156.283
"3168",2006,"COD",1.552,157.835
"3169",2007,"COD",1.697,159.532
"3170",2008,"COD",1.811,161.343
"3171",2009,"COD",1.694,163.037
"3172",2010,"COD",1.962,164.999
"3173",2011,"COD",2.44,167.439
"3174",2012,"COD",2.356,169.795
"3175",2013,"COD",3.538,173.333
"3176",2014,"COD",4.631,177.964
"3177",2015,"COD",2.793,180.757
"3178",2016,"COD",2.014,182.771
"3179",2017,"COD",2.474,185.245
"3180",2018,"COD",2.78,188.025
"3181",2019,"COD",2.689,190.714
"3182",2020,"COD",2.477,193.191
"3183",1959,"COG",0.187,0.187
"3184",1960,"COG",0.224,0.411
"3185",1961,"COG",0.267,0.678
"3186",1962,"COG",0.238,0.916
"3187",1963,"COG",0.234,1.15
"3188",1964,"COG",0.267,1.417
"3189",1965,"COG",0.245,1.662
"3190",1966,"COG",0.308,1.97
"3191",1967,"COG",0.322,2.292
"3192",1968,"COG",0.451,2.743
"3193",1969,"COG",0.502,3.245
"3194",1970,"COG",0.572,3.817
"3195",1971,"COG",0.685,4.502
"3196",1972,"COG",0.663,5.165
"3197",1973,"COG",1.22,6.385
"3198",1974,"COG",1.623,8.008
"3199",1975,"COG",1.099,9.107
"3200",1976,"COG",1.235,10.342
"3201",1977,"COG",0.48,10.822
"3202",1978,"COG",0.322,11.144
"3203",1979,"COG",0.348,11.492
"3204",1980,"COG",0.406,11.898
"3205",1981,"COG",0.471,12.369
"3206",1982,"COG",1.343,13.712
"3207",1983,"COG",1.142,14.854
"3208",1984,"COG",1.14,15.994
"3209",1985,"COG",1.275,17.269
"3210",1986,"COG",1.062,18.331
"3211",1987,"COG",1.32,19.651
"3212",1988,"COG",1.493,21.144
"3213",1989,"COG",1.496,22.64
"3214",1990,"COG",1.008,23.648
"3215",1991,"COG",1.083,24.731
"3216",1992,"COG",1.289,26.02
"3217",1993,"COG",1.16,27.18
"3218",1994,"COG",1.769,28.949
"3219",1995,"COG",1.186,30.135
"3220",1996,"COG",1.339,31.474
"3221",1997,"COG",1.921,33.395
"3222",1998,"COG",0.355,33.75
"3223",1999,"COG",0.363,34.113
"3224",2000,"COG",0.565,34.678
"3225",2001,"COG",0.766,35.444
"3226",2002,"COG",0.575,36.019
"3227",2003,"COG",0.916,36.935
"3228",2004,"COG",0.949,37.884
"3229",2005,"COG",0.996,38.88
"3230",2006,"COG",1.127,40.007
"3231",2007,"COG",1.211,41.218
"3232",2008,"COG",1.33,42.548
"3233",2009,"COG",1.724,44.272
"3234",2010,"COG",1.962,46.234
"3235",2011,"COG",2.24,48.474
"3236",2012,"COG",2.945,51.419
"3237",2013,"COG",3.208,54.627
"3238",2014,"COG",3.102,57.729
"3239",2015,"COG",3.452,61.181
"3240",2016,"COG",3.702,64.883
"3241",2017,"COG",3.565,68.448
"3242",2018,"COG",3.623,72.071
"3243",2019,"COG",3.291,75.362
"3244",2020,"COG",3.117,78.479
"3245",1969,"COK",0.011,0.011
"3246",1970,"COK",0.011,0.022
"3247",1971,"COK",0.011,0.033
"3248",1972,"COK",0.011,0.044
"3249",1973,"COK",0.011,0.055
"3250",1974,"COK",0.011,0.066
"3251",1975,"COK",0.015,0.081
"3252",1976,"COK",0.015,0.096
"3253",1977,"COK",0.029,0.125
"3254",1978,"COK",0.029,0.154
"3255",1979,"COK",0.026,0.18
"3256",1980,"COK",0.029,0.209
"3257",1981,"COK",0.066,0.275
"3258",1982,"COK",0.051,0.326
"3259",1983,"COK",0.051,0.377
"3260",1984,"COK",0.022,0.399
"3261",1985,"COK",0.022,0.421
"3262",1986,"COK",0.022,0.443
"3263",1987,"COK",0.022,0.465
"3264",1988,"COK",0.022,0.487
"3265",1989,"COK",0.022,0.509
"3266",1990,"COK",0.04,0.549
"3267",1991,"COK",0.04,0.589
"3268",1992,"COK",0.04,0.629
"3269",1993,"COK",0.044,0.673
"3270",1994,"COK",0.044,0.717
"3271",1995,"COK",0.044,0.761
"3272",1996,"COK",0.048,0.809
"3273",1997,"COK",0.048,0.857
"3274",1998,"COK",0.048,0.905
"3275",1999,"COK",0.048,0.953
"3276",2000,"COK",0.048,1.001
"3277",2001,"COK",0.037,1.038
"3278",2002,"COK",0.026,1.064
"3279",2003,"COK",0.029,1.093
"3280",2004,"COK",0.051,1.144
"3281",2005,"COK",0.062,1.206
"3282",2006,"COK",0.055,1.261
"3283",2007,"COK",0.051,1.312
"3284",2008,"COK",0.051,1.363
"3285",2009,"COK",0.048,1.411
"3286",2010,"COK",0.059,1.47
"3287",2011,"COK",0.066,1.536
"3288",2012,"COK",0.07,1.606
"3289",2013,"COK",0.07,1.676
"3290",2014,"COK",0.07,1.746
"3291",2015,"COK",0.07,1.816
"3292",2016,"COK",0.07,1.886
"3293",2017,"COK",0.077,1.963
"3294",2018,"COK",0.077,2.04
"3295",2019,"COK",0.079,2.119
"3296",2020,"COK",0.079,2.198
"3297",1921,"COL",0.029,0.029
"3298",1922,"COL",0.143,0.172
"3299",1923,"COL",0.187,0.359
"3300",1924,"COL",0.198,0.557
"3301",1925,"COL",0.443,1
"3302",1926,"COL",0.846,1.846
"3303",1927,"COL",0.824,2.67
"3304",1928,"COL",1.348,4.018
"3305",1929,"COL",1.29,5.308
"3306",1930,"COL",0.652,5.96
"3307",1931,"COL",0.33,6.29
"3308",1932,"COL",0.081,6.371
"3309",1933,"COL",0.535,6.906
"3310",1934,"COL",0.736,7.642
"3311",1935,"COL",2.403,10.045
"3312",1936,"COL",2.784,12.829
"3313",1937,"COL",2.784,15.613
"3314",1938,"COL",3.004,18.617
"3315",1939,"COL",4.638,23.255
"3316",1940,"COL",4.165,27.42
"3317",1941,"COL",3.733,31.153
"3318",1942,"COL",4.165,35.318
"3319",1943,"COL",3.733,39.051
"3320",1944,"COL",4.74,43.791
"3321",1945,"COL",4.48,48.271
"3322",1946,"COL",4.96,53.231
"3323",1947,"COL",5.062,58.293
"3324",1948,"COL",4.483,62.776
"3325",1949,"COL",5.135,67.911
"3326",1950,"COL",7.498,75.409
"3327",1951,"COL",8.164,83.573
"3328",1952,"COL",8.633,92.206
"3329",1953,"COL",10.761,102.967
"3330",1954,"COL",9.621,112.588
"3331",1955,"COL",11.944,124.532
"3332",1956,"COL",12.599,137.131
"3333",1957,"COL",13.651,150.782
"3334",1958,"COL",13.977,164.759
"3335",1959,"COL",16.087,180.846
"3336",1960,"COL",16.39,197.236
"3337",1961,"COL",18.196,215.432
"3338",1962,"COL",19.419,234.851
"3339",1963,"COL",21.233,256.084
"3340",1964,"COL",21.683,277.767
"3341",1965,"COL",22.859,300.626
"3342",1966,"COL",23.474,324.1
"3343",1967,"COL",24.687,348.787
"3344",1968,"COL",26.573,375.36
"3345",1969,"COL",28.016,403.376
"3346",1970,"COL",28.37,431.746
"3347",1971,"COL",30.281,462.027
"3348",1972,"COL",31.425,493.452
"3349",1973,"COL",33.631,527.083
"3350",1974,"COL",36.394,563.477
"3351",1975,"COL",35.809,599.286
"3352",1976,"COL",37.98,637.266
"3353",1977,"COL",39.241,676.507
"3354",1978,"COL",41.534,718.041
"3355",1979,"COL",44.267,762.308
"3356",1980,"COL",44.174,806.482
"3357",1981,"COL",44.26,850.742
"3358",1982,"COL",45.679,896.421
"3359",1983,"COL",49.21,945.631
"3360",1984,"COL",48.702,994.333
"3361",1985,"COL",48.079,1042.412
"3362",1986,"COL",48.754,1091.166
"3363",1987,"COL",50.124,1141.29
"3364",1988,"COL",52.017,1193.307
"3365",1989,"COL",52.793,1246.1
"3366",1990,"COL",56.898,1302.998
"3367",1991,"COL",56.654,1359.652
"3368",1992,"COL",61.495,1421.147
"3369",1993,"COL",63.338,1484.485
"3370",1994,"COL",66.791,1551.276
"3371",1995,"COL",58.775,1610.051
"3372",1996,"COL",59.771,1669.822
"3373",1997,"COL",64.497,1734.319
"3374",1998,"COL",65.158,1799.477
"3375",1999,"COL",54.761,1854.238
"3376",2000,"COL",56.259,1910.497
"3377",2001,"COL",55.939,1966.436
"3378",2002,"COL",55.43,2021.866
"3379",2003,"COL",57.094,2078.96
"3380",2004,"COL",54.569,2133.529
"3381",2005,"COL",60.06,2193.589
"3382",2006,"COL",62.005,2255.594
"3383",2007,"COL",60.179,2315.773
"3384",2008,"COL",66.65,2382.423
"3385",2009,"COL",72.557,2454.98
"3386",2010,"COL",76.278,2531.258
"3387",2011,"COL",76.08,2607.338
"3388",2012,"COL",79.727,2687.065
"3389",2013,"COL",87.428,2774.493
"3390",2014,"COL",88.699,2863.192
"3391",2015,"COL",91.965,2955.157
"3392",2016,"COL",93.242,3048.399
"3393",2017,"COL",86.296,3134.695
"3394",2018,"COL",84.881,3219.576
"3395",2019,"COL",90.419,3309.995
"3396",2020,"COL",89.105,3399.1
"3397",1959,"COM",0.011,0.011
"3398",1960,"COM",0.011,0.022
"3399",1961,"COM",0.011,0.033
"3400",1962,"COM",0.011,0.044
"3401",1963,"COM",0.011,0.055
"3402",1964,"COM",0.011,0.066
"3403",1965,"COM",0.015,0.081
"3404",1966,"COM",0.018,0.099
"3405",1967,"COM",0.018,0.117
"3406",1968,"COM",0.018,0.135
"3407",1969,"COM",0.018,0.153
"3408",1970,"COM",0.029,0.182
"3409",1971,"COM",0.029,0.211
"3410",1972,"COM",0.029,0.24
"3411",1973,"COM",0.029,0.269
"3412",1974,"COM",0.029,0.298
"3413",1975,"COM",0.033,0.331
"3414",1976,"COM",0.04,0.371
"3415",1977,"COM",0.04,0.411
"3416",1978,"COM",0.029,0.44
"3417",1979,"COM",0.022,0.462
"3418",1980,"COM",0.048,0.51
"3419",1981,"COM",0.048,0.558
"3420",1982,"COM",0.048,0.606
"3421",1983,"COM",0.048,0.654
"3422",1984,"COM",0.048,0.702
"3423",1985,"COM",0.048,0.75
"3424",1986,"COM",0.044,0.794
"3425",1987,"COM",0.048,0.842
"3426",1988,"COM",0.051,0.893
"3427",1989,"COM",0.051,0.944
"3428",1990,"COM",0.066,1.01
"3429",1991,"COM",0.066,1.076
"3430",1992,"COM",0.07,1.146
"3431",1993,"COM",0.073,1.219
"3432",1994,"COM",0.073,1.292
"3433",1995,"COM",0.077,1.369
"3434",1996,"COM",0.081,1.45
"3435",1997,"COM",0.084,1.534
"3436",1998,"COM",0.092,1.626
"3437",1999,"COM",0.095,1.721
"3438",2000,"COM",0.103,1.824
"3439",2001,"COM",0.106,1.93
"3440",2002,"COM",0.106,2.036
"3441",2003,"COM",0.136,2.172
"3442",2004,"COM",0.147,2.319
"3443",2005,"COM",0.143,2.462
"3444",2006,"COM",0.165,2.627
"3445",2007,"COM",0.106,2.733
"3446",2008,"COM",0.11,2.843
"3447",2009,"COM",0.136,2.979
"3448",2010,"COM",0.161,3.14
"3449",2011,"COM",0.143,3.283
"3450",2012,"COM",0.154,3.437
"3451",2013,"COM",0.183,3.62
"3452",2014,"COM",0.161,3.781
"3453",2015,"COM",0.18,3.961
"3454",2016,"COM",0.216,4.177
"3455",2017,"COM",0.267,4.444
"3456",2018,"COM",0.293,4.737
"3457",2019,"COM",0.306,5.043
"3458",2020,"COM",0.258,5.301
"3459",1950,"CPV",0.103,0.103
"3460",1951,"CPV",0.077,0.18
"3461",1952,"CPV",0.037,0.217
"3462",1953,"CPV",0.018,0.235
"3463",1954,"CPV",0.022,0.257
"3464",1955,"CPV",0.022,0.279
"3465",1956,"CPV",0.029,0.308
"3466",1957,"CPV",0.018,0.326
"3467",1958,"CPV",0.015,0.341
"3468",1959,"CPV",0.018,0.359
"3469",1960,"CPV",0.022,0.381
"3470",1961,"CPV",0.022,0.403
"3471",1962,"CPV",0.018,0.421
"3472",1963,"CPV",0.015,0.436
"3473",1964,"CPV",0.029,0.465
"3474",1965,"CPV",0.026,0.491
"3475",1966,"CPV",0.022,0.513
"3476",1967,"CPV",0.018,0.531
"3477",1968,"CPV",0.029,0.56
"3478",1969,"CPV",0.037,0.597
"3479",1970,"CPV",0.037,0.634
"3480",1971,"CPV",0.037,0.671
"3481",1972,"CPV",0.051,0.722
"3482",1973,"CPV",0.062,0.784
"3483",1974,"CPV",0.066,0.85
"3484",1975,"CPV",0.077,0.927
"3485",1976,"CPV",0.073,1
"3486",1977,"CPV",0.081,1.081
"3487",1978,"CPV",0.209,1.29
"3488",1979,"CPV",0.249,1.539
"3489",1980,"CPV",0.121,1.66
"3490",1981,"CPV",0.033,1.693
"3491",1982,"CPV",0.037,1.73
"3492",1983,"CPV",0.037,1.767
"3493",1984,"CPV",0.084,1.851
"3494",1985,"CPV",0.084,1.935
"3495",1986,"CPV",0.059,1.994
"3496",1987,"CPV",0.081,2.075
"3497",1988,"CPV",0.073,2.148
"3498",1989,"CPV",0.081,2.229
"3499",1990,"CPV",0.095,2.324
"3500",1991,"CPV",0.099,2.423
"3501",1992,"CPV",0.106,2.529
"3502",1993,"CPV",0.11,2.639
"3503",1994,"CPV",0.114,2.753
"3504",1995,"CPV",0.121,2.874
"3505",1996,"CPV",0.143,3.017
"3506",1997,"CPV",0.147,3.164
"3507",1998,"CPV",0.158,3.322
"3508",1999,"CPV",0.183,3.505
"3509",2000,"CPV",0.216,3.721
"3510",2001,"CPV",0.234,3.955
"3511",2002,"CPV",0.275,4.23
"3512",2003,"CPV",0.308,4.538
"3513",2004,"CPV",0.33,4.868
"3514",2005,"CPV",0.44,5.308
"3515",2006,"CPV",0.473,5.781
"3516",2007,"CPV",0.506,6.287
"3517",2008,"CPV",0.469,6.756
"3518",2009,"CPV",0.52,7.276
"3519",2010,"CPV",0.557,7.833
"3520",2011,"CPV",0.616,8.449
"3521",2012,"CPV",0.502,8.951
"3522",2013,"CPV",0.495,9.446
"3523",2014,"CPV",0.487,9.933
"3524",2015,"CPV",0.491,10.424
"3525",2016,"CPV",0.539,10.963
"3526",2017,"CPV",0.579,11.542
"3527",2018,"CPV",0.597,12.139
"3528",2019,"CPV",0.602,12.741
"3529",2020,"CPV",0.55,13.291
"3530",1950,"CRI",0.286,0.286
"3531",1951,"CRI",0.311,0.597
"3532",1952,"CRI",0.388,0.985
"3533",1953,"CRI",0.432,1.417
"3534",1954,"CRI",0.407,1.824
"3535",1955,"CRI",0.348,2.172
"3536",1956,"CRI",0.484,2.656
"3537",1957,"CRI",0.462,3.118
"3538",1958,"CRI",0.447,3.565
"3539",1959,"CRI",0.385,3.95
"3540",1960,"CRI",0.491,4.441
"3541",1961,"CRI",0.491,4.932
"3542",1962,"CRI",0.55,5.482
"3543",1963,"CRI",0.601,6.083
"3544",1964,"CRI",0.674,6.757
"3545",1965,"CRI",0.846,7.603
"3546",1966,"CRI",0.992,8.595
"3547",1967,"CRI",0.875,9.47
"3548",1968,"CRI",1.036,10.506
"3549",1969,"CRI",1.146,11.652
"3550",1970,"CRI",1.249,12.901
"3551",1971,"CRI",1.527,14.428
"3552",1972,"CRI",1.761,16.189
"3553",1973,"CRI",2.043,18.232
"3554",1974,"CRI",1.904,20.136
"3555",1975,"CRI",2.036,22.172
"3556",1976,"CRI",2.082,24.254
"3557",1977,"CRI",2.607,26.861
"3558",1978,"CRI",2.912,29.773
"3559",1979,"CRI",2.781,32.554
"3560",1980,"CRI",2.448,35.002
"3561",1981,"CRI",2.236,37.238
"3562",1982,"CRI",2.071,39.309
"3563",1983,"CRI",2.089,41.398
"3564",1984,"CRI",1.981,43.379
"3565",1985,"CRI",2.242,45.621
"3566",1986,"CRI",2.578,48.199
"3567",1987,"CRI",2.724,50.923
"3568",1988,"CRI",2.906,53.829
"3569",1989,"CRI",2.933,56.762
"3570",1990,"CRI",2.913,59.675
"3571",1991,"CRI",3.288,62.963
"3572",1992,"CRI",3.742,66.705
"3573",1993,"CRI",3.891,70.596
"3574",1994,"CRI",5.2,75.796
"3575",1995,"CRI",4.801,80.597
"3576",1996,"CRI",4.686,85.283
"3577",1997,"CRI",4.916,90.199
"3578",1998,"CRI",5.234,95.433
"3579",1999,"CRI",5.438,100.871
"3580",2000,"CRI",5.394,106.265
"3581",2001,"CRI",5.667,111.932
"3582",2002,"CRI",6.245,118.177
"3583",2003,"CRI",6.583,124.76
"3584",2004,"CRI",6.842,131.602
"3585",2005,"CRI",6.723,138.325
"3586",2006,"CRI",7.007,145.332
"3587",2007,"CRI",7.961,153.293
"3588",2008,"CRI",7.99,161.283
"3589",2009,"CRI",7.748,169.031
"3590",2010,"CRI",7.493,176.524
"3591",2011,"CRI",7.311,183.835
"3592",2012,"CRI",7.26,191.095
"3593",2013,"CRI",7.632,198.727
"3594",2014,"CRI",7.748,206.475
"3595",2015,"CRI",7.406,213.881
"3596",2016,"CRI",7.923,221.804
"3597",2017,"CRI",8.312,230.116
"3598",2018,"CRI",8.222,238.338
"3599",2019,"CRI",8.818,247.156
"3600",2020,"CRI",7.907,255.063
"3601",1941,"CUB",0.076,0.076
"3602",1942,"CUB",0.084,0.16
"3603",1943,"CUB",0.084,0.244
"3604",1944,"CUB",0.087,0.331
"3605",1945,"CUB",0.109,0.44
"3606",1946,"CUB",0.167,0.607
"3607",1947,"CUB",0.189,0.796
"3608",1948,"CUB",0.182,0.978
"3609",1949,"CUB",0.182,1.16
"3610",1950,"CUB",5.605,6.765
"3611",1951,"CUB",6.469,13.234
"3612",1952,"CUB",6.282,19.516
"3613",1953,"CUB",6.191,25.707
"3614",1954,"CUB",5.949,31.656
"3615",1955,"CUB",6.777,38.433
"3616",1956,"CUB",5.842,44.275
"3617",1957,"CUB",13.866,58.141
"3618",1958,"CUB",17.995,76.136
"3619",1959,"CUB",15.665,91.801
"3620",1960,"CUB",13.687,105.488
"3621",1961,"CUB",12.168,117.656
"3622",1962,"CUB",14.155,131.811
"3623",1963,"CUB",13.026,144.837
"3624",1964,"CUB",14.279,159.116
"3625",1965,"CUB",14.594,173.71
"3626",1966,"CUB",15.169,188.879
"3627",1967,"CUB",15.737,204.616
"3628",1968,"CUB",16.02,220.636
"3629",1969,"CUB",17.243,237.879
"3630",1970,"CUB",18.654,256.533
"3631",1971,"CUB",19.589,276.122
"3632",1972,"CUB",20.777,296.899
"3633",1973,"CUB",22.375,319.274
"3634",1974,"CUB",22.888,342.162
"3635",1975,"CUB",27.039,369.201
"3636",1976,"CUB",27.197,396.398
"3637",1977,"CUB",29.374,425.772
"3638",1978,"CUB",30.661,456.433
"3639",1979,"CUB",31.685,488.118
"3640",1980,"CUB",31.374,519.492
"3641",1981,"CUB",32.723,552.215
"3642",1982,"CUB",34.527,586.742
"3643",1983,"CUB",30.821,617.563
"3644",1984,"CUB",32.581,650.144
"3645",1985,"CUB",32.556,682.7
"3646",1986,"CUB",33.547,716.247
"3647",1987,"CUB",33.933,750.18
"3648",1988,"CUB",35.616,785.796
"3649",1989,"CUB",35.719,821.515
"3650",1990,"CUB",29.648,851.163
"3651",1991,"CUB",27.17,878.333
"3652",1992,"CUB",20.593,898.926
"3653",1993,"CUB",19.823,918.749
"3654",1994,"CUB",21.382,940.131
"3655",1995,"CUB",22.835,962.966
"3656",1996,"CUB",23.333,986.299
"3657",1997,"CUB",24.809,1011.108
"3658",1998,"CUB",24.294,1035.402
"3659",1999,"CUB",24.467,1059.869
"3660",2000,"CUB",25.775,1085.644
"3661",2001,"CUB",25.216,1110.86
"3662",2002,"CUB",25.524,1136.384
"3663",2003,"CUB",25.943,1162.327
"3664",2004,"CUB",25.221,1187.548
